排名,排名变化,姓名,财富（亿元人民币）,涨幅,公司,居住地,主业,年龄
328,-32,葛卫东,175,-22%,混沌投资,上海,投资,53
328,-146,南存辉,175,-47%,正泰,浙江温州,工业电器、投资,59
328,147,蒲忠杰、张月娥夫妇,175,17%,乐普,北京,医疗设备,"59, 59"
328,52,王均金,175,-5%,均瑶,上海,房地产、航空、零售,54
328,-93,易峥,175,-34%,同花顺,浙江杭州,软件,52
328,-26,张兴海、颜敏夫妇,175,-20%,小康控股,重庆,汽车、汽车零配件,"59, -"
328,-76,周鸿祎,175,-30%,三六零安全科技,北京,网络信息服务,52
336,112,陈凯臣、马惠真夫妇,170,6%,立白,广东广州,日化用品,-
336,55,陈泰铭家族,170,-6%,国巨,台湾台北,电子制造、收藏,66
336,-21,花轩德家族,170,-21%,中贝九洲,浙江台州,医药,79
336,-34,黄达文,170,-23%,合盛,浙江宁波,硅材料,62
336,112,黄光苗,170,6%,中洲,广东深圳,房地产,53
336,-84,蒋业华,170,-32%,华宇,重庆,房地产,59
336,55,李洪信,170,-6%,太阳纸业,山东济宁,造纸,69
336,2,梁绍鸿,170,-15%,大鸿辉,香港,房地产,70
336,-56,梁允超家族,170,-28%,汤臣倍健,广东珠海,保健品,53
336,27,廖汤慧霭,170,-11%,纪惠,香港,房地产,74
336,14,林刚,170,-13%,康哲药业,广东深圳,医药,58
336,112,陆地,170,6%,大疆,广东深圳,无人机,-
336,84,戚振波,170,0%,美腕,上海,新零售,-
336,176,邵钦祥家族,170,21%,花园,浙江金华,工业制造、房地产,68
336,96,唐立新,170,3%,新尚,四川成都,零售、房地产,59
336,-21,吴凯,170,-21%,宁德时代,福建宁德,锂电池,54
336,2,邢李㷧,170,-15%,思捷环球,香港,投资,73
336,55,阎志,170,-6%,卓尔,湖北武汉,房地产、投资,50
336,96,赵藤雄家族,170,3%,远雄,台湾台北,房地产,78
336,84,郑春颖,170,0%,伽蓝,上海,化妆品,58
356,156,陈谭庆芬家族,165,18%,恒隆,香港,房地产,-
356,119,邓鸿,165,10%,成都环球世纪,四川成都,房地产,59
356,7,贺正刚,165,-13%,和邦股份,四川乐山,矿产、化工,68
356,-162,洪浩,165,-48%,凯莱英,天津,医药,66
356,203,侯军呈,165,27%,珀莱雅,浙江杭州,化妆品,58
356,-121,李国强,165,-38%,中升控股,辽宁大连,汽车销售,58
356,-84,李建全家族,165,-31%,稳健医疗,广东深圳,医疗用品,"65, -"
356,119,林敏雄,165,10%,元利,台湾台北,房地产,72
356,51,罗才仁家族,165,-6%,正新橡胶,台湾彰化,轮胎制造,69
356,-54,齐向东,165,-25%,奇安信,北京,网络安全,58
356,-6,沈锡强家族,165,-15%,雅克科技,江苏无锡,化工新材料,74
356,119,孙孟全家族,165,10%,鲁花,山东烟台,食用油,72
356,291,谢秉昆家族,165,50%,坤彩科技,福建福州,珠光材料,56
356,76,徐乘家族,165,0%,徐福记,广东东莞,食品,70
356,-24,朱兴明、朱瀚玥父女,165,-20%,汇川技术,广东深圳,工业自动化产品,55
371,-144,曹骥、曹政父子,160,-42%,杭可科技,浙江杭州,锂电池,"70, 39"
371,1253,李仙德,160,272%,晶科能源,江西上饶,太阳能,47
371,125,梁光伟,160,10%,华强,广东深圳,投资,59
371,20,罗家宝,160,-11%,百乐,香港,房地产,73
371,-88,陶悦群,160,-30%,欧普康视,安徽合肥,医疗器械制造、销售,62
371,-21,汪林朋,160,-18%,居然之家,北京,家居建材,54
371,49,王瀚,160,-6%,均瑶,上海,房地产、航空、零售,35
371,104,王建沂,160,7%,富通,浙江杭州,光纤光缆,59
371,-8,王长田、杜英莲夫妇,160,-16%,光线传媒,北京,影视娱乐,"57, -"
371,-8,伍步高家族,160,-16%,永隆,香港,银行业,78
371,-296,叶刚,160,-77%,冬海集团,新加坡,网络游戏、电商,42
371,36,张荣华家族,160,-9%,荣程,天津,钢铁,53
371,-50,张忠谋,160,-24%,台积电,台湾新竹,半导体,91
371,104,郑崇华家族,160,7%,台达电子,台湾台北,电子元件,86
371,141,周耀庭家族,160,14%,红豆,江苏无锡,服装、橡胶轮胎、房地产,79
371,-88,周志文、冯宇霞夫妇,160,-30%,昭衍新药,北京,生物医药,"57, 58"
387,195,曹龙祥、曹飞父子,155,24%,济川控股,江苏泰州,医药,"65, 39"
387,33,陈爱莲、吴良定夫妇,155,-9%,万丰,浙江绍兴,智能制造、投资,"64, 76"
387,-104,仇建平、王玲玲夫妇,155,-33%,巨星科技,浙江杭州,工具制造,"60, 61"
387,New,郭建军,155,New,汇能,内蒙古鄂尔多斯,煤炭、路桥、房地产,-
387,153,何志平、张文莉夫妇,155,15%,华建,广东深圳,投资,"57, -"
387,88,李妙行,155,3%,老干妈,贵州贵阳,食品,-
387,218,刘程宇、刘玲夫妇,155,29%,科士达,广东深圳,电力设备,"60, 58"
387,79,许英灼,155,0%,海大,广东广州,饲料,54
387,88,叶立培家族,155,3%,仲盛,香港,房地产,78
387,736,张亚、周文梅夫妇,155,138%,国光电气,四川成都,微波电子器件,"53, 52"
387,33,赵鸿飞,155,-9%,中科创达,北京,智能终端操作系统,48
387,-7,郑效东、郑可青父女,155,-16%,东富龙,上海,医疗设备,"58, 30"
399,-61,蔡明介家族,150,-25%,联发科技,台湾新竹,半导体,72
399,97,曹建伟,150,3%,晶盛机电,浙江绍兴,机电设备,44
399,-119,曾继疆家族,150,-36%,宏达电子,湖南株洲,电子器件制造,60
399,49,龚俊龙家族,150,-6%,恒裕,广东深圳,房地产、投资,63
399,1127,郭金树,150,226%,汇能,内蒙古鄂尔多斯,煤炭、路桥、房地产,71
399,33,黄巧灵家族,150,-9%,宋城,浙江杭州,旅游、房地产,64
399,33,黄世再家族,150,-9%,大中华地产,广东深圳,房地产,71
399,49,李贵山,150,-6%,老干妈,贵州贵阳,食品,-
399,76,林明成家族,150,0%,华南金控,台湾台北,金融,79
399,-8,马志玲,150,-17%,元大,台湾台北,金融服务,82
399,97,石毅峰,150,3%,爱美客,北京,生物制药,48
399,8,苏素玉家族,150,-14%,联美,广东汕头,房地产、投资,74
399,183,王正根,150,20%,迈为股份,江苏苏州,智能制造装备,50
399,141,魏应州,150,11%,顶新,台湾台北,食品和饮料,68
399,49,吴英,150,-6%,美畅新材,北京,新材料,58
399,183,项光明、王素勤夫妇,150,20%,伟明环保,浙江温州,垃圾发电,"59, 57"
399,-67,徐宇,150,-27%,赫基国际,广东广州,服装,50
399,-137,杨卫东、杨亚珍夫妇,150,-39%,卫星石化,浙江嘉兴,化工,"54, 54"
399,113,杨致远,150,7%,雅虎,美国加州,投资,54
399,183,袁富根家族,150,20%,东山精密,江苏苏州,精密铸件,72
399,33,袁志敏、熊海涛夫妇,150,-9%,金发科技,广东广州,化工塑料,"61, 58"
420,346,蔡东青家族,145,53%,奥飞娱乐,广东汕头,动漫,53
420,484,丁立国,145,73%,德龙,上海,钢铁、天然气,52
420,-57,李家权家族,145,-24%,龙蟒,四川成都,钛白粉、磷化工,59
420,76,林定强家族,145,0%,金辉,福建福州,房地产,56
420,46,任正非,145,-6%,华为,广东深圳,消费电子、电讯,78
420,92,邵根伙,145,4%,大北农,北京,饲料、种业,57
420,-57,田明,145,-24%,美亚光电,安徽合肥,专用设备制造业,69
420,926,夏崇耀、袁黎雨夫妇,145,169%,东方电缆,浙江宁波,电缆,"63, 62"
420,139,谢嘉,145,12%,大疆,广东深圳,无人机,42
420,205,张传卫家族,145,26%,明阳智能,广东中山,新能源,60
420,-158,张帆,145,-41%,汇顶科技,广东深圳,半导体芯片,57
431,-93,白宝鲲,140,-30%,坚朗五金,广东东莞,高端建筑五金,52
431,-24,陈琼香,140,-20%,宁德时代,福建宁德,锂电池,-
431,174,陈先保家族,140,17%,华泰,安徽合肥,农副食品加工业,63
431,65,陈一丹,140,-3%,腾讯,广东深圳,互联网服务,51
431,17,方文雄家族,140,-13%,协成行,香港,房地产,-
431,128,傅光明家族,140,8%,圣农,福建南平,农业,68
431,81,黄绍武,140,0%,神州通,广东深圳,投资,52
431,81,赖建法,140,0%,中通,上海,快递,53
431,81,李非列家族,140,0%,飞尚,广东深圳,有色金属、钢铁、物流,56
431,35,李宁,140,-10%,李宁,北京,体育用品、投资,59
431,44,李伟,140,-7%,千味央厨,河南郑州,食品、房地产,54
431,-159,励民,140,-42%,瑞芯微,福建福州,集成电路,57
431,65,利约翰,140,-3%,中电,香港,能源,68
431,-40,刘志强、翟美卿夫妇,140,-22%,香江,广东深圳,房地产、金融,"58, 58"
431,17,陆昂,140,-13%,嘉德,北京,投资、拍卖,59
431,-68,吕慧、陈宁宁母女,140,-26%,嘉鑫,香港,钢铁、铁矿石进出口、房地产,"73, 51"
431,New,曲程,140,New,海昌海洋公园,上海,主题乐园,34
431,44,谭炳照家族,140,-7%,敏捷,广东广州,房地产,58
431,128,魏应充,140,8%,顶新,台湾台北,食品和饮料,65
431,128,魏应交,140,8%,顶新,台湾台北,食品和饮料,67
431,128,魏应行,140,8%,顶新,台湾台北,食品和饮料,63
431,371,温鹏程家族,140,56%,温氏食品,广东云浮,家禽养殖畜牧,60
431,-24,吴映明,140,-20%,宁德时代,福建宁德,锂电池,55
431,-184,俞其兵,140,-45%,旗滨,浙江宁波,玻璃,57
431,-129,张静章家族,140,-36%,海天国际,浙江宁波,注塑机,85
431,-40,张万镇,140,-22%,三环,广东潮州,通信部件、电子元器件,73
457,-142,丁雅丽,135,-37%,安踏,福建厦门,体育用品,-
457,-37,何猷龙家族,135,-21%,新濠国际,香港,博彩,46
457,102,胡兴荣,135,4%,多弗,北京,贸易、房地产,41
457,512,李志刚,135,78%,帝尔激光,湖北武汉,设备制造,46
457,-50,倪永培,135,-23%,迎驾,安徽六安,白酒,70
457,-94,邱光和家族,135,-29%,森马,浙江温州,服装,71
457,New,孙中伟、温美婵夫妇,135,New,华宝新能,广东深圳,便携储能电池、太阳能,"44, 38"
457,9,王林祥,135,-13%,鄂尔多斯,内蒙古鄂尔多斯,羊绒、煤电、冶金、房地产,71
457,-50,王明旺、蔡帝娥夫妇,135,-23%,欣旺达,广东深圳,电子部件,"55, 52"
457,-25,王旭宁,135,-18%,JS环球生活,上海,小家电,53
457,-77,吴志刚家族,135,-27%,桃李面包,辽宁沈阳,食品,87
457,-66,谢菊华、唐咏群母子,135,-25%,健友股份,江苏南京,原料药,"71, 47"
457,-9,徐新,135,-16%,今日资本,上海,投资,56
457,587,许景南家族,135,93%,匹克,福建泉州,体育用品,67
457,83,郁国祥,135,0%,乐游科技,上海,投资,52
457,55,周永利,135,-4%,永利,浙江绍兴,轻纺、房地产、投资,66
473,-41,白厚善,130,-21%,容百控股,北京,锂电池材料,58
473,23,陈智松,130,-10%,亿联网络,福建厦门,通信,56
473,-328,纪海鹏家族,130,-69%,龙光地产,广东深圳,房地产,55
473,-41,雷菊芳,130,-21%,奇正藏药,西藏林芝,医药,69
473,152,梁勤、王毅夫妇,130,13%,扬杰,江苏扬州,电子元件,51
473,-201,刘冬生、张宁夫妇,130,-46%,彤程新材,上海,化工原料,"49, 48"
473,226,刘锋、林旭燕夫妇,130,30%,永锋,山东济南,钢铁,"52, 50"
473,86,梅志明,130,0%,普洛斯,上海,物流地产、投资,50
473,2,任道德,130,-13%,泰康,北京,保险,62
473,-53,汤晓鸥,130,-24%,商汤科技,香港,人工智能,53
473,-190,童锦泉,130,-43%,长峰房地产,上海,房地产,67
473,-66,王敏文,130,-26%,立昂微,浙江杭州,半导体,59
473,2,王秋雄家族,130,-13%,丰泰,台湾斗六,服装,79
473,67,吴绪顺家族,130,-4%,三七互娱,安徽芜湖,网络游戏,74
473,86,严健军,130,0%,致达,上海,信息、金融、投资,57
473,-93,姚雄杰,130,-30%,盛屯,广东深圳,锂电新能源材料,55
473,109,易大盛,130,4%,富兴,湖南长沙,房地产、汽车销售、投资,61
473,67,俞发祥,130,-4%,祥源控股,浙江绍兴,基础设施建设、房地产,51
473,132,俞熔,130,8%,美年健康,上海,医疗服务,51
473,86,张小龙,130,0%,腾讯,广东广州,互联网服务,53
473,New,宗艳民,130,New,天岳先进,山东济南,半导体材料,58
494,-62,陈湖文,125,-24%,晨光,上海,文具用品制造,52
494,-46,陈湖雄,125,-22%,晨光,上海,文具用品制造,52
494,-19,陈学利、陈林父子,125,-17%,威高,山东威海,医疗器械,71
494,183,邓文、唐璐夫妇,125,19%,天味食品,四川成都,食品,"54, 52"
494,-144,傅明康家族,125,-36%,日月股份,浙江宁波,机械配件,59
494,-28,江必旺、陈荣姬夫妇,125,-19%,纳微科技,江苏苏州,微球材料,"57, 55"
494,-19,金惠明家族,125,-17%,大华,上海,房地产,69
494,479,李爱真、邵增明母子,125,67%,力量钻石,河南商丘,新材料,"71, 41"
494,-103,刘修才家族,125,-31%,凯赛生物,上海,生物材料,65
494,-28,任建华,125,-19%,老板电器,浙江杭州,家用电器,65
494,153,唐修国,125,14%,三一,湖南长沙,重型机械,59
494,2,王世忠家族,125,-14%,亚德客,台湾台北,工业机械,-
494,New,王维,125,New,行云集团,广东深圳,企业服务,41
494,-173,王文默,125,-40%,安踏,福建厦门,体育用品,66
494,479,项光通,125,67%,青山控股,浙江温州,钢铁,-
494,-242,许刚,125,-50%,龙佰,河南焦作,钛白粉,59
494,-19,许连捷,125,-17%,恒安,福建泉州,个人护理用品,69
494,153,袁志伦,125,14%,博赛矿业,重庆,矿业,58
494,88,昝圣达,125,0%,综艺,江苏南通,新能源、信息科技、投资,59
494,153,周庆治、赵亦斓夫妇,125,14%,南都,香港,电池、投资,"67, 44"
514,91,董才平,120,0%,中天钢铁,江苏常州,钢铁、投资,59
514,885,李明、杜楠夫妇,120,140%,亚特,甘肃陇南,投资、有色金属,54
514,441,李湘平,120,54%,东明石化,山东菏泽,石油化工,61
514,91,梁亮胜,120,0%,丝宝,香港,投资,71
514,-193,吕建明,120,-43%,通策医疗,浙江杭州,医疗器械,57
514,-66,马秀慧家族,120,-25%,欧普照明,上海,节能灯,51
514,-2,秦荣华,120,-14%,敏实,浙江宁波,汽车零部件,64
514,68,尚吉永,120,-4%,万达控股,山东东营,轮胎、电缆、化工,54
514,26,王均豪,120,-11%,均瑶,上海,房地产、航空、零售,50
514,111,王俊民、申萍夫妇,120,4%,海思科,新加坡,医药,"54, 51"
514,133,王树华家族,120,9%,冀南钢铁,河北邯郸,钢铁,40
514,-176,王晓申,120,-40%,赣锋锂业,江西新余,有色金属冶炼加工,54
514,New,吴美蓉家族,120,New,美科股份,上海,太阳能设备,62
514,133,徐旭东、徐若桐父女,120,9%,旭升汽车技术,浙江宁波,汽车零部件,"52, 25"
514,91,徐振华,120,0%,沐瞳科技,上海,游戏,43
514,783,薛济萍,120,118%,中天科技,江苏南通,电缆,71
514,-164,阳萌、贺丽夫妇,120,-38%,安克,湖南长沙,电子商务,"40, 38"
514,-123,杨雪岗家族,120,-33%,旭阳,河北邢台,煤炭、化工,57
514,-242,张近东,120,-50%,苏宁,江苏南京,零售、房地产,59
514,163,张克强,120,14%,华美国际,广东广州,投资、房地产,62
514,91,张永平,120,0%,秀水街,北京,房地产,61
514,-39,张毓强,120,-20%,振石控股,浙江嘉兴,房地产、矿产,67
514,185,周敬良,120,20%,景田,广东深圳,饮料,72
514,-2,朱义文、朱剑乔父女,120,-14%,海吉亚,上海,肿瘤检测,"58, -"
538,New,曹林、段颖夫妇,115,New,诺唯赞,江苏南京,生物医药,"43, 43"
538,1759,陈康平,115,326%,晶科能源,江西上饶,太阳能,49
538,21,陈文源、张茜夫妇,115,-12%,华兴源创,江苏苏州,设备制造,"54, 51"
538,-42,高云峰,115,-21%,大族激光,广东深圳,激光设备,55
538,228,何旗,115,21%,均和,上海,钢铁贸易,40
538,139,黄敏,115,10%,固德威,江苏苏州,光伏逆变器,49
538,-147,金磊、李凤玲夫妇,115,-36%,佰仁医疗,北京,医疗器械,"68, 65"
538,21,李林,115,-12%,火币,北京,区块链,40
538,87,李如成,115,0%,雅戈尔,浙江宁波,服装、房地产、投资,71
538,861,李水波家族,115,130%,新莱洁净,江苏苏州,洁净系统部件,66
538,-158,林来嵘、安素梅夫妇,115,-38%,众兴,天津,矿业,"54, 57"
538,New,刘伟,115,New,米哈游,上海,游戏,35
538,21,罗嘉瑞家族,115,-12%,鹰君,香港,房地产,69
538,314,孟庆山家族,115,31%,梅花,河北廊坊,食用调味品,74
538,87,潘刚,115,0%,伊利,内蒙古呼和浩特,乳制品,52
538,-26,商晓波、邓烨芳夫妇,115,-18%,鸿路钢构,安徽合肥,金属结构制造业,"48, -"
538,67,施文博,115,-4%,恒安,福建泉州,个人护理用品,72
538,743,王剑峰,115,105%,均胜投资,浙江宁波,汽车零部件制造,52
538,-26,薛向东家族,115,-18%,东华软件,北京,软件与信息服务,63
538,44,杨文龙家族,115,-8%,仁和药业,江西宜春,医药,60
538,-276,叶帆家族,115,-53%,美东汽车,广东东莞,汽车经销,51
538,1164,余竹云,115,188%,中环控股,安徽合肥,建筑工程,49
538,371,张双旺、张东海父子,115,44%,伊泰,内蒙古鄂尔多斯,煤炭,"79, 52"
538,-188,张学政,115,-41%,闻泰科技,浙江嘉兴,半导体,47
538,-131,赵鹏,115,-34%,BOSS直聘,北京,招聘网站,52
538,2,钟声坚,115,-15%,仁恒,新加坡,房地产,64
564,135,曹克坚,110,10%,开山控股,浙江衢州,压缩机,60
564,-144,曾万辉、喻丽丽夫妇,110,-35%,景嘉微,湖南长沙,电子器件制造,"54, 52"
564,113,陈幼兴,110,5%,斯达半导,浙江嘉兴,半导体,61
564,733,程立力、沈静夫妇,110,100%,立华股份,江苏常州,畜牧,"57, 55"
564,-52,董伟,110,-21%,恒瑞,江苏连云港,医药,51
564,83,何著胜家族,110,0%,后英,辽宁鞍山,耐火材料、钢铁、矿业,75
564,962,金鑫,110,139%,大金重工,辽宁阜新,钢结构产品,55
564,61,利蕴莲家族,110,-4%,希慎兴业,香港,房地产,68
564,-262,林印孙,110,-50%,正邦,江西抚州,饲料、养殖,58
564,-173,罗阳勇、刘玉霞夫妇,110,-39%,安宁股份,四川攀枝花,钒钛磁铁矿,"47, -"
564,-284,潘政民、吴春媛夫妇,110,-53%,瑞声科技,广东深圳,消费电子精密件,"53, 51"
564,41,苏志刚,110,-8%,长隆,广东广州,旅游,64
564,135,王明鎏,110,10%,毛球科技,四川成都,投资、区块链、游戏,39
564,-372,王宁家族,110,-66%,泡泡玛特,北京,玩具,35
564,-173,王泽龙,110,-39%,中核钛白,广东佛山,钛白粉,26
564,-24,吴尚志,110,-19%,鼎晖,北京,投资,72
564,18,吴仲毅,110,-12%,亿联网络,福建厦门,通信,49
564,135,伍伟国家族,110,10%,美心,香港,餐饮,52
564,198,向文波,110,15%,三一,湖南长沙,重型机械,60
564,-144,许树根,110,-35%,鼎力,浙江湖州,机械制造,57
564,83,张涛,110,0%,美团,上海,生活服务,50
564,135,章小华,110,10%,红狮控股,浙江金华,水泥,54
564,345,赵轶、徐昕夫妇,110,38%,长川科技,浙江杭州,半导体设备,"46, -"
564,-52,郑坚江,110,-21%,奥克斯,浙江宁波,家电、房地产,"61, -"
564,83,钟乃雄,110,0%,能兴,广东佛山,房地产、投资,59
564,135,周贤海、王小丽夫妇,110,10%,鼎胜实业,浙江杭州,有色金属制品,"61, -"
590,-50,陈卓林、陆倩芳夫妇,105,-22%,雅居乐,广东广州,房地产,"60, 61"
590,-8,刁志中,105,-16%,广联达,北京,软件与信息服务,59
590,-269,杜伟民,105,-50%,康泰生物,广东深圳,生物医药,59
590,274,方玉友,105,24%,珀莱雅,浙江杭州,化妆品,53
590,109,高毅,105,5%,益丰药房,湖南长沙,医药零售,54
590,893,葛志勇,105,119%,奥特维,江苏无锡,光伏设备,52
590,-227,耿建明、杨小青夫妇,105,-45%,荣盛,河北廊坊,房地产,"60, -"
590,New,何涛,105,New,圆心科技,北京,互联网医院,42
590,57,胡赓熙、陈燕霓夫妇,105,-5%,我武生物,浙江湖州,医药,"58, 57"
590,-199,胡扬忠,105,-42%,海康威视,浙江杭州,视频监控产品,57
590,707,黄宏生、林卫平夫妇,105,91%,创维,广东深圳,家用电器,"66, 63"
590,15,金磊,105,-13%,长春高新,吉林长春,生物制药,57
590,176,柯为湘,105,11%,保利达,香港,房地产,71
590,-124,李国庆,105,-32%,荣盛控股,浙江杭州,化纤,52
590,35,李进、李麒麟父子,105,-9%,李宁,北京,体育用品、投资,"60, 35"
590,-124,李永庆,105,-32%,荣盛控股,浙江杭州,化纤,58
590,-31,林耀英家族,105,-19%,大立光,台湾台中,电子元件,89
590,New,罗宇皓,105,New,米哈游,上海,游戏,35
590,172,毛中吾,105,9%,三一,湖南长沙,重型机械,60
590,New,潘建清家族,105,New,天通高新,浙江嘉兴,光伏逆变器、电子材料,59
590,87,谭莉莉,105,0%,海大,广东广州,饲料,-
590,87,王吉雷,105,0%,中通,上海,快递,57
590,-8,王苗通家族,105,-16%,世纪华通,浙江绍兴,游戏,65
590,35,王忆会,105,-9%,嘉华东方,北京,投资,68
590,319,吴城,105,31%,国城,北京,矿业,37
590,1062,夏信德,105,150%,鹏辉能源,广东广州,电池,58
590,87,许晨晔,105,0%,腾讯,广东深圳,互联网服务,51
590,-124,许月娟,105,-32%,荣盛控股,浙江杭州,化纤,-
590,15,闫希军家族,105,-13%,天士力,天津,医药,69
590,New,杨波,105,New,禾迈股份,浙江杭州,光伏逆变器,41
590,1267,折生阳,105,192%,铂力特,陕西西安,金属增材制造,67
621,New,蔡华波,100,New,江波龙,广东深圳,半导体,46
621,352,陈银河家族,100,33%,密尔克卫,上海,化工供应链服务,48
621,26,邓耀家族,100,-9%,百丽,香港,服装与配饰,88
621,-16,段永平,100,-17%,步步高,美国旧金山,投资,61
621,56,方洪波,100,-5%,美的,广东佛山,家电制造,55
621,-81,管毅宏,100,-26%,九毛九,广东广州,餐饮,53
621,-271,何朝曦,100,-49%,深信服,广东深圳,应用软件服务,48
621,-109,胡荣达、胡淇翔父子,100,-29%,三美化工,浙江金华,化工,"63, 34"
621,26,胡应湘,100,-9%,合和实业,香港,房地产、建筑工程,87
621,660,黄建勲,100,79%,联泰,广东汕头,基础建设、房地产,48
621,-39,焦震,100,-20%,鼎晖,北京,投资,56
621,-39,井贤栋,100,-20%,阿里系,浙江杭州,电子商务、金融科技,50
621,-271,孔健岷,100,-49%,合景泰富,广东广州,房地产,53
621,288,寇晓康、高月静夫妇,100,25%,蓝晓科技,陕西西安,新材料,"55, 53"
621,78,李登海,100,0%,登海种业,山东烟台,农业,73
621,78,李强,100,0%,百雀羚,上海,化妆品,-
621,-81,李思廉,100,-26%,富力地产,广东广州,房地产,65
621,26,梁桐灿,100,-9%,宏宇,广东佛山,建筑陶瓷,-
621,-39,梁信军,100,-20%,-,新加坡,投资,54
621,New,凌斌、王曦夫妇,100,New,康冠科技,广东深圳,电子器件制造,"54, 54"
621,-271,刘晓东,100,-49%,百润,上海,香料、酒业,55
621,4,陆兆禧,100,-13%,阿里系,浙江杭州,电子商务、金融科技,53
621,181,牛宜顺、牛腾父子,100,11%,华勤,山东济宁,轮胎、输送带、电力,"67, 37"
621,New,潘龙泉,100,New,泉峰,江苏南京,电动工具,59
621,181,任晋生家族,100,11%,先声药业,江苏南京,生物医药,60
621,-62,史英文、董晓丽夫妇,100,-23%,荣和,广西南宁,房地产,"57, -"
621,78,宋卫平、夏一波夫妇,100,0%,绿城,浙江杭州,房地产,"64, -"
621,78,孙勇坚,100,0%,宝矿,上海,地产、贸易,56
621,576,王建东,100,67%,中建融东,河北邯郸,钢铁,50
621,-289,王文彪家族,100,-51%,亿利资源,北京,生态修复、光伏、投资,64
621,-146,徐冠巨,100,-33%,传化,浙江杭州,化工、农业、投资,61
621,-173,徐少春,100,-38%,金蝶国际,广东深圳,财务软件,59
621,-62,许庆奎、许英强父子,100,-23%,九羊,山东莱芜,钢铁、冶金、机械,-
621,1989,杨冰,100,355%,得物,上海,电商,37
621,78,杨浩涌,100,0%,车好多,北京,汽车服务,48
